Unnamed: 0,RecipeId,Name,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
253204,367922,Chicken Curry,60.0,45.0,105,"c(""milk"", ""egg"", ""all-purpose flour"", ""all-purpose flour"", ""seasoning salt"", ""cracked pepper"", ""boneless skinless chicken thighs"", ""canola oil"", ""curry powder"", ""garam masala"", ""onion"", ""soy sauce"", ""chicken broth"", ""cooked rice"")",692.1,28.6,4.2,196.7,831.2,59.6,2.7,2.0,45.9,"c(""Preheat oven to 300°F."", ""In a dutch oven or oven proof pan, heat canola oil over medium heat."", ""Whisk egg and milk together in a bowl."", ""Combine 1 cup of flour, seasoning salt and cracked pepper in a resealable plastic bag."", ""Dip chicken in egg wash. Place in flour bag and shake to coat. Shake to remove any excess."", ""Place chicken in the oil and fry just to brown, about 3 minutes per side. Transfer to paper towel lined plate. (Note: Don’t over crowd the pan, you can fry the chicken in batches if you need to.)."", 
""Once all of the chicken is browned, reserve 3 tablespoons of the pan drippings.  Whisk in 2 tablespoons of flour, cook 1 minute. Whisk in 2 tablespoons of curry powder, cook 1 minute. Whisk in chicken broth, soy sauce and garam masala. Bring to a boil."", ""While you are waiting for the curry to boil, slice your chicken pieces (Note: Since the chicken will not be cooked all the way through at this point it is important to slice it on a separate cutting board so you don’t cross contaminate with the rest of your dinner. If you don’t feel like cutting it, no worries, it is just fine whole as well.)."", 
""Once the curry starts to boil, add the onion and chicken."", ""Transfer to the oven and cook uncovered for 1 hour, stirring occasionally. Remove from oven. Spoon over rice and serve."")"
255058,370568,Samosa,20.0,30.0,50,"c(""all-purpose flour"", ""ajwain"", ""green peas"", ""ginger"", ""green chili pepper"", ""red chili powder"", ""cumin seed"", ""garam masala powder"", ""cilantro"", ""fresh lime juice"", ""salt"")",103.5,4.5,0.6,0.0,3.3,13.9,1.1,0.6,2.0,"c(""Take all purpose flour mix ajwain, oil and 1 tsp of salt. Make dough from this flour with loop warm water."", ""In a pan, heat oil, add cumin seeds. When cumin splutter, add chopped ginger, green chilies, then add boiled diced potatoes."", ""In bowl take 1/4 cup of water. add all dry masalas in this water. Add red chili and garam masala. add this warter in pan and stir. Cook for 1-2 minutes."", ""Add green peas and put flame to medium."", ""Stir and cook for 4 minutes."", ""Add chopped cilantro and add fresh lime juice on top. stir and let it cool."", 
""Make 16 small bowls from the dough. Roll them in oval shape."", ""Cut the rolled dough in half and put little water on edges."", ""Make a cone and stuff cooked potato mixture in this dough."", ""Seal the other end to form it in shape of samosa."", ""Repeat the process for rest of the dough."", ""Deep fry in medium hot oil. When the samosas turn golden color."", ""Take a plate and place towel paper on it. Place samosas on this towel paper so paper will remove extra oil from samosas."", ""Serve HOT with ketchup or chutney.""
)"
256245,372229,Waffles,20.0,20.0,40,"c(""eggs"", ""skim milk"", ""flour"", ""baking powder"", ""sugar"", ""salt"")",459.4,25.4,3.9,128.4,464.3,45.5,1.4,2.9,11.9,"c(""Mix egg yolks and milk."", ""Add flour, baking powder, sugar, salt, and mix well."", ""Add oil."", ""Beat egg whites until stiff peaks form, and then fold gently into the batter."", ""Ladle by 1/4 cup (approximate) into heated waffle iron, and cook until steam slows greatly (about 4 minutes)."")"
258817,375825,Spring Rolls,10.0,20.0,30,"c(""garlic cloves"", ""galangal"", ""ginger"", ""green onions"", ""fresh chili peppers"", ""cayenne pepper"", ""cabbage"", ""shiitake mushrooms"", ""bean sprouts"", ""fresh coriander"", ""fresh basil"", ""soy sauce"", ""soy sauce"", ""lime juice"", ""sugar"", ""plum sauce"", ""soy sauce"", ""fresh chili peppers"", ""cayenne pepper"")",70.4,3.0,0.4,0.0,1075.8,8.8,1.1,2.3,3.2,"c(""Place 2 tablespoons oil in a wok or large frying pan over medium to high heat. Add garlic, galangal (or ginger), shallots, and chilli. Stir-fry until fragrant (about 1 minute). Stir-frying Tip: Add a little water to the wok/pan when it gets too dry instead of more oil."", ""Add cabbage, mushrooms, and tofu (or shrimp). As you stir-fry, add the sauce. Stir-fry 1-2 minutes, until vegetables have softened."", ""Remove from heat and add bean sprouts, tossing to mix inches"", ""Do a taste test for salt, adding 1 tablespoons more fish or soy sauce if not salty enough."", 
""To assemble rolls, place a spring roll wrapper on a clean working surface. Place one heaping tablespoons of the filling on the wrapper (if using large wrappers, you will need more)."", ""Tips: Spread the filling lengthwise along the spring roll wrapper nearer the end closest to you. Also, try not to include too much of the liquid left in the bottom of your wok/pan (a slotted spoon works well for this - drier filling is better."", ""Now sprinkle some of the fresh coriander and basil over the filling."", 
""Fold the left and right sides of wrapper over filling, then lift up the wide end nearest you and tuck overtop. Roll to the other end. Secure the roll by dipping your fingers in some water and wetting the end, \""pasting\"" it shut."", ""To fry spring rolls, place some oil (about 1 inch deep) in a wok or deep-sided frying pan over medium-high heat. When bubbles rise, or when the oil begins to form snake-like lines across the bottom of the pan, the oil may be hot enough. To test it, dip one corner of a spring roll into the oil. If it begins to sizzle and cook, the oil is ready. If not, wait another 30 seconds to one minute and try again."", 
""Using tongs, place spring rolls in oil, allowing them to fry about 1 minute on each side. Spring rolls are done when they turn light to medium golden-brown. Place on paper towels (or a clean dish towel) to drain while you finish frying the rest."", ""Serve spring rolls while still hot with dipping sauce."")"
259000,376091,Pancakes,0.0,5.0,5,"c(""flour"", ""salt"", ""baking powder"", ""milk"", ""egg"", ""vanilla extract"", ""strawberries"", ""blueberries"")",86.9,1.9,0.9,30.7,260.1,13.7,0.4,0.1,3.4,"c(""Combine flour, salt & baking powder into a pouring bowl and mix."", ""Whisk milk, egg & vanilla extract in separate bowl."", ""Slowly pour mix into dry ingredients and whisk together until blended.  Small lumps are OK."", ""Add optional fruit/spice.  Tastes good without also."", ""Pour batter onto medium heat skillet and flip once the top of the batter bubbles."")"
264409,383592,Butter Chicken,38.0,20.0,58,"c(""chicken thigh"", ""onion"", ""garlic cloves"", ""ginger"", ""butter"", ""lemon juice"", ""garam masala"", ""cumin"", ""cayenne pepper"", ""tomato sauce"", ""evaporated milk"", ""plain yogurt"")",485.8,35.5,12.8,131.1,524.5,16.3,1.6,4.6,25.9,"c(""Heat 1 tbsp (15 ml) oil in a large saucepan over medium-high heat.  Cook chicken until lightly browned, about 10 minutes.  Remove chicken and set aside."", ""Heat remaining oil in a large saucepan over medium-high heat.  Saute onion, garlic and ginger until soft and fragrant.  Stir in butter, lemon juice and spices.  Cook, stirring for 1 minute.  Add tomato sauce, cooking for 2 minutes, stirring frequently.  Stir in milk and yogurt.  Reduce heat and simmer for 10 minutes, stirring often."", ""Add reserved chicken to sauce and bring sauce to a boil.  Reduce heat to low and simmer for 15 minutes until sauce has thickened and chicken is cooked through."", 
""Taste and adjust seasonings as necessary."")"
267180,387370,Pancakes,0.0,5.0,5,"c(""egg"", ""milk"", ""butter"", ""vanilla"", ""whole wheat flour"", ""ground flax seeds"", ""sugar"", ""baking powder"", ""salt"")",93.1,4.0,2.1,27.3,262.1,11.5,1.5,1.5,3.0,"c(""1)  Beat egg until fluffy."", ""2)  Add milk, melted butter and vanilla; mix."", ""3)  Add the dry ingredients; mix."", ""4)  Optional: to make dairy free substitute water for the milk and applesauce for the butter.  You can also add 1-4 Tbs more milk/water to thin batter out."", ""5)  Try mixing in up a bit by adding one or more of the following : 1/2 tsp cinnamon, diced apples, berries or chocolate chips."", ""6)  Cook on medium heat on a griddle or pan just like you do with any pancakes.  Enjoy."")"
268312,388955,Pancakes,15.0,15.0,30,"c(""eggs"", ""buttermilk"", ""flour"", ""cake flour"", ""baking powder"", ""salt"")",589.8,23.7,4.4,147.5,1721.2,75.8,2.1,8.3,17.9,"c(""Seperate the egg yolks and whites."", ""Mix the dry ingredients together."", ""Whisk the wet ingredients together."", ""Add the wet ingredients to the dry ingredients and whisk until the batter is fairly smooth."", ""Whip the egg whites until they form stiff peaks and gently fold them into the batter, stopping when they are just incorporated."", ""Pour 1/3 cup batter into a a lightly oiled skillet and cook over medium heat."")"
269067,389995,Waffles,0.0,10.0,10,"c(""eggs"", ""milk"", ""baking powder"", ""flour"", ""salt"", ""vanilla"")",527.0,27.9,6.3,110.1,750.4,54.8,1.7,0.4,13.6,"""I mix all dry ingredients first and add eggs, milk, vanilla and oil last.  Cook until done and enjoy with butter, syrup, peanut butter and honey or whatever you like on your waffles!  The servings you get out of this recipe vary on what type of waffle press you use."""
270542,391936,Pancakes,20.0,10.0,30,"c(""eggs"", ""buttermilk"", ""all-purpose flour"", ""sugar"", ""baking powder"", ""baking soda"", ""salt"")",286.5,11.7,2.2,65.3,634.8,36.4,1.0,8.3,8.6,"c(""Heat griddle to medium high (400 degrees)."", ""In a large bowl, beat eggs.  Stir in buttermilk and oil."", ""Add remaining ingredients and stir just until large lumps disappear."", ""For thicker pancakes, thicken with additional flour."", ""For thinner pancakes, thin with additional milk."", ""Lightly grease heated griddle."", ""A few drops of water sprinkled on griddle sizzle and bounce when heat is just right."", ""Pour batter, about 1/4 cup at a time, onto hot griddle."", ""Bake until bubbles form and edges start to dry.  Turn and bake other side.""
)"
272760,395131,Pancakes,5.0,5.0,10,"c(""egg"", ""milk"", ""all-purpose flour"", ""sugar"", ""baking powder"", ""baking soda"", ""salt"")",195.2,8.5,2.2,49.1,469.4,24.2,0.7,2.7,5.4,"c(""Beat egg; add remaining ingredients in order listed and beat with electric mixer until smooth. Grease heated griddle or skillet if necessary. To test griddle, sprinkle with a few drops of water. If bubbles skitter around, heat is just right."", ""Pour batter from tip of large spoon or from pitcher onto hot griddle. Turn pancakes as soon as they are puffed and full of bubbles bur before bubbles break. Bake other side until golden brown."")"
273036,395495,Pancakes,15.0,10.0,25,"c(""milk"", ""butter"", ""flour"", ""eggs"", ""baking powder"", ""salt"")",319.1,19.4,11.3,152.4,676.2,28.0,0.8,0.3,8.5,"c(""Warm the milk and butter until the butter is melted."", ""Let cool a bit or it will cook the eggs when you add them."", ""In a separate bowl, whisk the eggs until well-beaten."", ""Add the cooled milk and butter and stir."", ""Sprinkle the dry ingredients around on top of the wet ingredients, and stir them together.  You don't want a big clump of baking powder or salt anywhere so just sprinkle them around instead of pouring them inches."", ""If you want blueberry pancakes, sprinkle fresh or frozen blueberries on top before you turn them over.""
)"
273197,395714,French Toast,20.0,720.0,740,"c(""sugar"", ""eggs"", ""vanilla extract"", ""milk"", ""salt"", ""butter"", ""margarine"", ""powdered sugar"")",531.2,16.8,7.4,235.3,1065.8,73.7,3.9,4.5,19.7,"c(""Arrange bread in glass baking dishes in a single layer."", ""In a medium bowl, whisk together sugar, eggs, vanilla, milk, salt and OJ."", ""Pour over bread."", ""Gently turn the bread to coat both sides of bread with liquid."", ""Cover and refrigerate overnight."", ""In hot butter in skillet, sauté bread until golden brown, about 4 minutes each side."", ""Sprinkle with confectioners sugar."")"
273292,395846,Waffles,3.0,10.0,13,"c(""flour"", ""baking powder"", ""sugar"", ""salt"", ""milk"", ""eggs"", ""butter"")",221.1,9.1,5.1,83.0,470.3,27.8,0.8,1.6,6.7,"c(""Sift together the flour, baking powder, sugar, and salt."", ""Put the milk, eggs, and butter in a shaker and shake."", ""Add the flour mixture to the liquid mixture in the shaker & shake hard until well blended."", ""If too thick, add a little more milk."", ""Pour about 1/3 c into a heated, oiled waffle maker."")"
274407,397387,Pancakes,15.0,15.0,30,"c(""salt"", ""eggs"", ""molasses"", ""ghee"")",98.0,2.9,1.2,45.6,137.3,15.5,1.8,1.6,3.5,"c(""Mix."", ""cook."", ""serve."")"
274439,397444,Waffles,10.0,10.0,20,"c(""egg"", ""salt"", ""milk"", ""sugar"", ""flour"")",267.6,2.8,1.2,57.4,73.0,53.3,1.1,20.2,6.9,""".mix up with a whisk and straight into the waffle iron, makes 4 waffles."""
277659,401959,Chicken Curry,30.0,90.0,120,"c(""chicken drumsticks"", ""onion"", ""garlic cloves"", ""bay leaves"", ""cinnamon stick"", ""cloves"", ""fresh ginger"", ""tomatoes"", ""turmeric"", ""chili powder"", ""garam masala"", ""coriander powder"", ""salt"", ""plain yogurt"", ""fresh coriander leaves"")",359.7,23.8,5.3,120.9,144.7,5.8,1.1,2.8,29.6,"c(""1. Score the chicken pieces with a knife."", ""2. In a small bowl, mix yogurt, turmeric and chili powder."", ""3. Spread the yogurt mix over the chicken and let marinate in the fridge for 1 hour."", ""4. Chop onion and mince the garlic cloves and ginger."", ""5. In a large, heavy-bottom pot, set at medium heat and add oil."", ""6. Add bay leaves and cinnamon and cloves."", ""7. When they start to sizzle and change color, add the onions, garlic and ginger and stir fry until onions are translucent."", ""8. With a smattering of water, add Garam Masala and coriander powder."", 
""9. Add the marinated chicken and salt and cook on high heat for 2 minutes."", ""10. Reduce heat and cover pot, letting chicken cook for 6-7 minutes."", ""11. Add the tomato and mix in with the chicken and cover the pot, letting the tomato cook along with the meat for around 10 minutes."", ""12. Turn off heat and add chopped coriander."", ""13. Serve with rice or Naan bread."")"
278844,403620,Spring Rolls,10.0,45.0,55,"c(""scallion"", ""bamboo shoot"", ""napa cabbage"", ""bean sprouts"", ""carrot"", ""soy sauce"", ""pepper"", ""cornstarch"", ""salt"")",520.3,46.9,7.3,10.4,344.1,20.1,1.0,0.7,5.8,"""With a cleaver or large knife, cut pork into fine shreds and then coarsely chop. Or coarsely chop in a food processor. Heat 1 1/2 teaspoons of oil in a wok. Add pork and stir fry over high heat until no longer pink, about 5 minutes. Remove to a bowl. Heat another 1 1/2 teaspoons oil in wok. Add minced scallions, bamboo shoots, cabbage, bean sprouts, and carrots. Stir fry until just wilted, about 2 minutes. Add soy sauce, pepper, and cooked pork. Blend cornstarch with 1/4 cup cold water. Add to wok and cook until thickened, stirring to blend well. Season with salt. Remove filling to a bowl, let cool slightly, then refrigerate 30 minutes. Fill wrappers and fold. Heat 2 cups of oil in a wok to 375*, or until a cube of bread browns in one minute. Deep fry spring rolls 2 or 3 at a time until crisp and golden. Remove with a strainer and drain on paper towels."""
280018,405284,Pancakes,3.0,10.0,13,"c(""flour"", ""sugar"", ""baking powder"", ""salt"", ""eggs"", ""milk"")",191.4,2.8,1.2,60.1,270.2,36.3,0.7,15.1,5.5,"c(""SIFT/STIR dry ingredients together COMPLETELY. (makes a difference)."", ""Mix wet ingredients together."", ""Combine the two and mix well."", ""Cook on a hot griddle then flip when bubbles form."", ""This recipe produces nice, thick, fluffy pancakes."", ""Can be doubled, tripled etc."", ""**Make sure the baking powder is completely blended to avoid a \""chemical\"" taste.  Thx!"", ""Note*  (I have been known to substitute eggnog for the milk -- add vanilla, butter, or almond extract --  or add cinnamon, nutmeg, and or or pumpkin pie spice to make it fun)."", 
""** Make sure your baking powder has been sifted or is not clumpy as this will affect the outcome."")"
285052,412495,Pancakes,3.0,15.0,18,"c(""Bisquick"", ""milk"", ""Splenda sugar substitute"")",116.8,2.7,1.1,4.5,148.7,21.2,0.4,10.7,1.9,"c(""Mix together bisquick, protein powder, milk, and Splenda."", ""Pour a small amount onto griddle. Fry until golden 3-4 minutes per side."", ""Top pancakes with topping and spread it over each one."")"
285690,413381,Spring Rolls,5.0,15.0,20,"c(""carrot"", ""cabbage"", ""salt"", ""pepper"", ""onion"", ""oyster sauce"", ""egg"")",44.7,1.7,0.3,8.2,177.9,6.1,0.5,0.6,1.2,"c(""Mix all together except  for the egg and wrappers."", ""Place some mixture( about a tablespoon) onto the wrapper."", ""Beat egg and brush on end  tip of spring wrap , roll up."", ""Deep fry until golden brown. Time depends on temperature of oil."", ""Serve with plum sauce."", ""NOTE:"", ""These can be frozen after  they have been deep fried and cooled. reheat in oven or toaster oven."")"
291007,420827,Waffles,4.0,10.0,14,"c(""flour"", ""baking powder"", ""salt"", ""sugar"", ""eggs"", ""milk"")",275.3,13.7,3.0,60.4,280.4,31.4,0.8,4.9,6.5,"c(""beat eggwhites until stiff but  not dry."", ""beat egg yolks add milk and oil."", ""add dry ingredients."", ""fold in beaten egg whites."", ""pour batter into hot oiled waffle iron to cook."")"
299284,432371,Chicken Curry,30.0,15.0,45,"c(""garlic cloves"", ""potatoes"", ""carrots"", ""cauliflower"", ""cremini mushrooms"", ""coconut milk"", ""curry powder"", ""sugar"", ""cornstarch"", ""black pepper"", ""green onion"")",266.6,1.4,0.3,0.0,100.2,60.2,11.4,17.4,8.1,"c(""saute garlic in butter."", ""cook chicken in garlic/butter over medium heat, turn after 7-8 minutes."", ""pour cocunut milk into bowl, stir in curry powder, sugar and pepper dissolved and a \""mustard\"" color is achieved."", ""add coconut/curry mixture to pan, stir."", ""simmer and cover for 8-10 minutes."", ""add potatoes and carrots."", ""taste sauce, season to preference."", ""simmer and cover for 7-8 minutes."", ""add cauliflower and mushrooms."", ""simmer and cover for 5 minutes."", ""add 2 tbsps cornstarch, stir to dissolve."", 
""* spice up with half tsp.of salt and 1 teaspoons red pepper flakes, if desired."", ""* garnish with sliced green onions and eat over steamed white rice."")"
299534,432727,Waffles,5.0,10.0,15,"c(""flour"", ""baking powder"", ""salt"", ""sugar"", ""eggs"", ""butter"", ""low-fat milk"")",284.8,20.4,12.4,106.4,425.1,20.2,0.6,3.3,5.6,"c(""Whisk all the dry ingredients together in a large bowl."", ""Whisk all the liquid ingredients together in a medium bowl."", ""Pour the wet ingredients into the dry and combine with several swift strokes. Do not over mix."", ""Prepare in a waffle iron according to the  directions."")"
299576,432785,French Toast,10.0,3.0,13,"c(""eggs"", ""milk"", ""salt"", ""sugar"", ""vanilla"", ""butter"")",151.2,6.6,3.1,102.8,268.8,16.8,0.6,4.4,5.6,"c(""Add milk, egg, salt, sugar, and vanilla."", ""Spread butter on frying pan."", ""Lay each piece bread in mixture and brown each side in pan."")"
299737,432994,Pancakes,3.0,30.0,33,"c(""flour"", ""milk"", ""egg"", ""baking soda"", ""salt"", ""sugar"")",172.7,3.7,1.8,55.0,968.2,27.3,0.8,0.7,6.8,"c(""Combine & rest for at least 15 minutes before cooking."", ""Non stick pan, do not grease, medium heat."")"
299846,433154,French Fries,30.0,15.0,45,"c(""russet potatoes"", ""sugar"", ""water"", ""onion powder"", ""salt"")",188.4,0.2,0.1,0.0,12.8,43.5,4.7,8.0,4.3,"c(""Wash your potatoes, making sure you scrub all the dirt off.  Cut any bad spots off the potato."", ""Slice the potato into 1/4-1/3 inch slices, holding the potato upright while doing so.  Turn the potato a quarter turn, and slice it again into 1/4-1/3 inch slices.  This will give you perfectly cut fries.  (I like to leave the skin on my potatoes, but this is a personal preference). Repeat with each potato."", ""Place the sliced potatoes into a bowl.  Mix 2 tbsp sugar with 2 cups of water, stirring until the sugar is dissolved.  Pour over the potatoes.  Add enough water to cover the potatoes, swirling it around to make sure the sugar is equally distributed. Let the potatoes sit in the water at least 2 hours. (If you leave them more than 3 hours, refrigerate the potatoes and water)."", 
""Pour the oil into your dutch oven or pot to about half full.  Heat the oil on high.  After about 2 1/2 minutes, test the oil by placing a dried fry into the oil -- if it fries vigorously, your oil is ready.  Meanwhile, pour the water off the fries and blot with a paper towel.  This will cause less oil splatter."", ""Cook the potatoes in hot oil for 2-3 minutes.  Remove and drain on paper towels.  Repeat until all have been cooked for 2-3 minutes."", ""Return the first batch of fries to the oil until they are golden brown.  Repeat with the other fries."", 
""Sprinkle with onion powder and salt to taste. (We like to use greek seasoning sometimes, and also add pepper sometimes)."", ""Keep them warm in the oven until ready to serve (at my house, they are grabbed from the plate immediately!)."")"
302292,436647,Butter Chicken,270.0,20.0,290,"c(""chicken"", ""garam masala"", ""paprika"", ""ground coriander"", ""ginger"", ""chili powder"", ""cinnamon stick"", ""cardamom pods"", ""tomatoes"", ""yoghurt"", ""cornstarch"", ""sugar"", ""lemon juice"")",296.5,20.7,8.1,92.4,80.2,9.0,1.2,4.0,18.6,"c(""Trim fat from chicken and cube."", ""In crockpot first 9 ingredients and cook on low for 4 hours."", ""Combine yoghurt and cornstarch."", ""Turn slow cooker to high and add yoghurt mixture along with remaining ingredients."", ""Cook another 10 min or until sauce has thickened."", ""Serve with steamed rice."")"
302386,436787,Spring Rolls,13.0,20.0,33,"c(""broccoli"", ""broccoli stems"", ""green onions"", ""soy sauce"", ""basil"", ""rice paper"")",174.4,2.6,0.4,0.0,247.6,34.6,1.8,1.1,2.7,"c(""Heat peanut oil in wok or skillet over medium high heat.  Add broccoli slaw mixture, onions and pepper.  Add salt and pepper to taste.  Cook for 2-3 minutes, maintaining the crispness of the vegetables.  Removed from heat and put vegetables in medium bowl."", ""Meantime, put noodles in hot water and cover for 10 minutes.  Drain noodles and chop to make smaller pieces.  Add noodles to vegetables.  Add sesame oil and soy sauce.  Stir to combine ingredients."", ""To prepare rolls:"", ""Take individual rice paper and add to hot water. Remove paper after it softens (only takes a few seconds).  Remove paper and place on a surface, such as a cloth, to which it will not stick. Place about a tablespoon or so of the vegetable filling into the roll.  Start by pulling the paper over the filling.  Then roll like you would a burrito.  Repeat the process."", 
""To serve:"", ""Use any prepared dipping sauce.  I like using a Thai spicy peanut sauce with it."")"
302401,436805,Spring Rolls,13.0,20.0,33,"c(""broccoli"", ""broccoli stems"", ""green onions"", ""soy sauce"", ""basil"", ""rice paper"")",173.9,2.6,0.4,0.0,247.4,34.6,1.8,1.1,2.7,"c(""Heat peanut oil in wok or skillet over medium high heat.  Add broccoli slaw mixture, onions and pepper.  Add salt and pepper to taste.  Cook for 2-3 minutes, maintaining the crispness of the vegetables.  Removed from heat and put vegetables in medium bowl."", ""Meantime, put noodles in hot water and cover for 10 minutes.  Drain noodles and chop to make smaller pieces.  Add noodles to vegetables.  Add sesame oil and soy sauce.  Stir to combine ingredients."", ""To prepare rolls:"", ""Take individual rice paper and add to hot water. Remove paper after it softens (only takes a few seconds). Remove paper and place on a surface, such as a cloth, to which it will not stick. Place about a tablespoon or so of the vegetable filling into the roll.  Start by pulling the paper over the filling.  Then roll like you would a burrito.  Repeat the process."", 
""To serve:"", ""Use any prepared dipping sauce.  I like using a Thai spicy peanut sauce with it."")"
307123,443606,French Toast,6.0,10.0,16,"c(""milk"", ""honey"", ""brown sugar"", ""cinnamon"", ""vanilla extract"", ""clove"", ""nutmeg"", ""canola oil"")",203.8,2.3,0.8,2.1,405.4,37.2,1.6,12.7,8.0,"c(""In a large flat container, combine the Half and Half, Egg, Honey, Brown Sugar, Cinnamon, Vanilla Extract, Cloves, Nutmeg, and Agave Nectar. Stir well and spread mixture evenly across container."", ""Soak slices of bread in mixture, about 2 minutes on each side."", ""Meanwhile, heat 2 heavy skillets over medium-high heat, and spray them with the non-stick spray."", ""Place the slices of bread on the skillets, and keep the heat as is. Watch carefully for when to flip the bread, as it will burn easily. (The best way to tell is to look for bubbles on the sides of the bread, and the bread starting to stick to the skillet.) Flip, and cook approximately the same amount of time on the other side."", 
""Remove from heat, and place on a large plate. Cut each piece of bread into about 5 long strips, then cut the strips in half to form 20 pieces of toast. Organize these toast pieces around the edges of a smaller plate, and place a small bowl of your favorite syrup in the middle."", ""Serve warm, and enjoy!"")"
307593,444268,Pancakes,30.0,5.0,35,"c(""self-raising flour"", ""baking powder"", ""brown sugar"", ""eggs"", ""low-fat milk"")",84.7,1.1,0.4,32.0,250.1,15.0,0.4,3.4,3.3,"c(""Sift the flour and baking powder into a bowl and stir in the sugar or sweetener and make a well in the centre."", ""Whisk together the eggs, apple puree and milk and pour into the well and whisk until smooth."", ""Lightly spray a fry pan with olive oil spray."", ""Pour 1/4 cup (60ml/2fl oz) of the batter into the pan and cook over medium heat until bubbles appear on the surface and then turn and cook the other side,."", ""Keep warm while you cook the remaining batter."")"
312426,451036,Chicken Curry,0.0,10.0,10,"c(""salt"", ""lemon juice"", ""onions"", ""chicken breasts"", ""chopped tomatoes"", ""water"")",332.5,23.1,4.5,64.0,651.6,9.1,2.1,5.0,22.3,"c(""Heat the oil in a deep pan on medium/high and fry the onions and garlic for about 5 mins until the onions are golden brown."", ""Add Mrs Shah’s Curry Mix and salt and stir-fry for 1-2 mins, then tip in the chopped tomatoes. Stir for 1 minute."", ""Add the diced chicken and stir inches"", ""Add the lemon juice and coriander (save some to sprinkle on top of the curry at the end)."", ""Add freshly boiled water until chicken is covered and stir inches leave on medium/high heat for approx 30 minutes and stir occasionally to avoid burning."", 
""add water or cook a little bit further to get the desired level of sauce consistency (please note that the sauce will thicken after cooking)."")"
313356,452512,Pancakes,5.0,5.0,10,"c(""all-purpose flour"", ""salt"", ""white sugar"", ""double-acting baking powder"", ""egg"", ""milk"")",473.8,18.8,4.2,73.4,1124.5,64.9,1.7,12.8,11.2,"c(""Stir dry ingredients in mixing bowl."", ""Mix the liquid ingredients quickly into the dry ingredients.  (Stir to incorporate, do not beat, a little lumpy is okay.)."", ""Let bubbles form on top."", ""Cook on preheated griddle/frying pan with a little oil in the pan on medium heat."", ""After bubbles form on top, turn once."", ""(Add fruit of your choice i.e. blueberries, strawberries, bananas, or chocolate chips mmmmm)."", ""*Prep & Cooking times are approximate."")"
317584,458511,Pancakes,30.0,30.0,60,"c(""buttermilk"", ""egg"", ""brown sugar"", ""whole wheat flour"", ""double-acting baking powder"", ""baking soda"", ""salt"")",166.2,6.7,1.3,48.3,637.3,22.2,2.4,5.7,6.1,"c(""In medium mixing bowl combine buttermilk, egg, oil, and sugar. And beat until thoroughly combined; add remaining ingredients, stirring until smooth."", ""Heat a skillet and spray with cooking oil."", ""Cook until bottom is brown and little bubbles appear around the edge."", ""Flip pancakes to cook opposite side."")"
320472,462583,Pancakes,15.0,5.0,20,"c(""all-purpose flour"", ""sugar"", ""baking powder"", ""milk"", ""egg"")",284.7,9.5,3.0,73.4,185.4,40.3,1.1,4.4,9.1,"""Sift together dry ingredients.  Add wet ingredients and mix.  Batter will have some lumps.  If it is too thick, add milk 1 tablespoons at a time until desired consistency.   Preheat a nonstick skillet and spray with Pam.  Use 1/4 to 1/3 cup batter per pancake.  Turn when surface loses it's shine and most bubbles have popped.  Cook for  just about 1 minute on second side  before removing.  Pancakes should be golden to golden brown on both sides.  Serve with hot maple syrup."""
322268,465270,Pancakes,15.0,3.0,18,"c(""Bisquick"", ""milk"", ""eggs"")",232.5,9.6,3.1,68.5,475.4,29.0,0.9,5.0,6.8,"c(""Heat griddle, skillet or electric griddle over medium high to 375 F; grease      with cooking spray,vegetable oil or shortening."", ""Stir all ingredients until blended. Pour by slightly less than 1/4 cupful onto hot griddle."", ""Cook until edges are dry. Turn & cook until golden."", ""For thinner pancakes, use 1 1/2 cups milk."", ""High Altitude(3500-6500 ft)  No changes."")"
322606,465733,Chicken Curry,60.0,20.0,80,"c(""chicken breasts"", ""mushrooms"", ""cherry tomatoes"", ""eggplant"", ""butter"", ""onion"", ""celery"", ""carrot"", ""garlic clove"", ""Red Delicious apple"", ""banana"", ""curry powder"", ""parsley"", ""tomato sauce"", ""unsweetened coconut"")",449.1,21.6,7.5,121.0,328.5,21.8,5.9,11.7,42.0,"c(""Make sauce first!"", ""Add all the ingredients for the sauce except 2 cups of the stock and the milk.  Cook for at least one hour.  Stir often.  Puree sauce in a blender and add milk, puree.  Add enough sotck to make 3 1/2 cups sauce and puree until blended."", ""For chicken."", ""Preheat oven to 500 degrees.  Put eggplant in a colander and sprinkle with salt.  Allow to drain over a bowl while chopping the other veggies.  Rinse eggplant after 15-20 minutes, pat dry and combine with other veggies (everything listed before 2 Tablespoons butter listed in recipe above).  Toss with 1/2 teaspoon oil and spread evenly on a foil lined cookie sheet.  Put in oven."", 
""Cut chicken breast and season with salt and pepper.  After the veggies have roasted 15-20 minutes, push them all to one side of the pan and add the chicken to the other side of the pan in a single layer.  Turn oven to broil setting and broil until chicken is done.  Check frequently and turn veggies if necessary.  Mix chicken and veggies on pan when chicken is done and veggies are lightly browned.  Serve with curry sauce."", ""This makes a lot of chicken curry.  If you don't have a large family, make half of the chicken part and all of the curry sauce but reserve half of the curry sauce for later.""
)"
